step,throughput,mean_queue,max_queue,prop_congested_edges,prop_congested_nodes,delivered_cum,dropped_cum,generated_cum,mean_gen_rate
86,9,1.32,10,0.28205128205128205,0.06,794,155,1015,0.25
87,7,1.44,10,0.358974358974359,0.06,801,158,1031,0.25
88,12,1.44,10,0.32608695652173914,0.06,813,162,1047,0.25
89,13,1.3,10,0.375,0.06,826,166,1057,0.25
90,8,1.24,10,0.2702702702702703,0.08,834,170,1066,0.25
91,8,1.28,10,0.3235294117647059,0.08,842,174,1080,0.25
92,9,1.3,10,0.3611111111111111,0.06,851,177,1093,0.25
93,9,1.24,10,0.37142857142857144,0.06,860,181,1103,0.25
94,12,1.16,10,0.21951219512195122,0.06,872,184,1114,0.25
95,7,1.24,10,0.21428571428571427,0.06,879,187,1128,0.25
96,10,1.34,10,0.2558139534883721,0.06,889,188,1144,0.25
97,7,1.38,9,0.25,0.06,896,189,1154,0.25
98,10,1.48,10,0.30434782608695654,0.06,906,189,1169,0.25
99,11,1.4,10,0.3902439024390244,0.08,917,190,1177,0.25
100,9,1.68,10,0.34,0.08,926,191,1201,0.25
101,19,1.6,10,0.2962962962962963,0.08,945,193,1218,0.25
102,10,1.56,10,0.2608695652173913,0.06,955,195,1228,0.25
103,10,1.52,10,0.27906976744186046,0.08,965,199,1240,0.25
104,10,1.56,10,0.3488372093023256,0.06,975,202,1255,0.25
105,10,1.5,10,0.29545454545454547,0.08,985,205,1265,0.25
106,6,1.48,10,0.42424242424242425,0.1,991,207,1272,0.25
107,12,1.34,10,0.358974358974359,0.06,1003,215,1285,0.25
108,10,1.5,10,0.35,0.08,1013,216,1304,0.25
109,10,1.5,10,0.2727272727272727,0.08,1023,218,1316,0.25
110,13,1.34,10,0.275,0.06,1036,219,1322,0.25
111,11,1.4,10,0.22727272727272727,0.06,1047,222,1339,0.25
112,9,1.46,10,0.23404255319148937,0.06,1056,227,1356,0.25
113,11,1.48,10,0.24489795918367346,0.06,1067,230,1371,0.25
114,9,1.48,10,0.3170731707317073,0.08,1076,232,1382,0.25
115,14,1.4,10,0.23404255319148937,0.06,1090,236,1396,0.25
116,9,1.48,10,0.3,0.06,1099,237,1410,0.25
117,14,1.44,10,0.2619047619047619,0.06,1113,238,1423,0.25
118,11,1.3,10,0.36363636363636365,0.06,1124,242,1431,0.25
119,7,1.34,10,0.2857142857142857,0.06,1131,244,1442,0.25
120,11,1.38,10,0.2682926829268293,0.06,1142,245,1456,0.25
121,9,1.46,10,0.2619047619047619,0.06,1151,249,1473,0.25
122,10,1.4,10,0.23809523809523808,0.04,1161,253,1484,0.25
123,8,1.38,10,0.3055555555555556,0.06,1169,254,1492,0.25
124,10,1.26,10,0.4117647058823529,0.04,1179,257,1499,0.25
125,15,1.28,10,0.325,0.04,1194,259,1517,0.25
126,9,1.42,10,0.35,0.04,1203,261,1535,0.25
127,11,1.42,10,0.2619047619047619,0.06,1214,263,1548,0.25
128,8,1.4,10,0.3888888888888889,0.06,1222,265,1557,0.25
129,9,1.44,10,0.3,0.08,1231,266,1569,0.25
130,9,1.44,10,0.3333333333333333,0.08,1240,269,1581,0.25
131,10,1.42,10,0.2702702702702703,0.08,1250,270,1591,0.25
132,6,1.44,10,0.29411764705882354,0.1,1256,273,1601,0.25
133,10,1.4,10,0.2702702702702703,0.1,1266,277,1613,0.25
134,8,1.4,10,0.37142857142857144,0.1,1274,281,1625,0.25
135,9,1.44,9,0.3611111111111111,0.1,1283,281,1636,0.25
136,6,1.52,10,0.3611111111111111,0.1,1289,282,1647,0.25
137,12,1.44,10,0.3333333333333333,0.08,1301,285,1658,0.25
138,11,1.4,10,0.32432432432432434,0.08,1312,287,1669,0.25
139,11,1.42,10,0.2631578947368421,0.08,1323,289,1683,0.25
140,8,1.44,10,0.21428571428571427,0.06,1331,294,1697,0.25
141,9,1.5,10,0.27906976744186046,0.06,1340,299,1714,0.25
142,12,1.42,10,0.25,0.06,1352,300,1723,0.25
143,12,1.46,10,0.2826086956521739,0.06,1364,301,1738,0.25
144,16,1.44,10,0.3488372093023256,0.08,1380,301,1753,0.25
145,7,1.46,10,0.25,0.06,1387,305,1765,0.25
146,12,1.42,10,0.27906976744186046,0.08,1399,306,1776,0.25
147,9,1.32,10,0.3157894736842105,0.06,1408,310,1784,0.25
148,11,1.42,10,0.19148936170212766,0.08,1419,312,1802,0.25
149,12,1.24,10,0.1951219512195122,0.08,1431,316,1809,0.25
150,8,1.3,10,0.16666666666666666,0.06,1439,318,1822,0.25
151,12,1.26,10,0.2682926829268293,0.08,1451,320,1834,0.25
152,8,1.24,10,0.2777777777777778,0.08,1459,323,1844,0.25
153,8,1.42,10,0.23255813953488372,0.08,1467,325,1863,0.25
154,8,1.48,10,0.1702127659574468,0.08,1475,326,1875,0.25
155,17,1.36,10,0.25,0.08,1492,328,1888,0.25
156,5,1.42,10,0.3333333333333333,0.08,1497,330,1898,0.25
157,8,1.4,10,0.2,0.08,1505,335,1910,0.25
158,9,1.38,10,0.3333333333333333,0.08,1514,337,1920,0.25
159,11,1.4,10,0.3,0.08,1525,340,1935,0.25
160,7,1.42,10,0.3611111111111111,0.1,1532,343,1946,0.25
161,11,1.34,10,0.2972972972972973,0.04,1543,344,1954,0.25
162,9,1.48,9,0.2926829268292683,0.06,1552,344,1970,0.25
163,12,1.46,10,0.3333333333333333,0.08,1564,345,1982,0.25
164,17,1.44,10,0.2553191489361702,0.08,1581,346,1999,0.25
165,7,1.5,10,0.37142857142857144,0.1,1588,347,2010,0.25
166,7,1.48,10,0.2894736842105263,0.1,1595,351,2020,0.25
167,10,1.48,10,0.3055555555555556,0.1,1605,353,2032,0.25
168,9,1.48,10,0.3157894736842105,0.1,1614,359,2047,0.25
169,5,1.46,10,0.36363636363636365,0.1,1619,364,2056,0.25
170,11,1.36,10,0.30303030303030304,0.12,1630,364,2062,0.25
171,8,1.42,10,0.2571428571428571,0.08,1638,367,2076,0.25
172,7,1.32,10,0.3333333333333333,0.08,1645,373,2084,0.25
173,7,1.3,10,0.2647058823529412,0.08,1652,376,2093,0.25
174,7,1.36,10,0.3333333333333333,0.08,1659,380,2107,0.25
175,8,1.42,10,0.3939393939393939,0.06,1667,381,2119,0.25
176,10,1.36,10,0.275,0.06,1677,388,2133,0.25
177,7,1.42,10,0.4,0.1,1684,391,2146,0.25
178,9,1.5,10,0.23255813953488372,0.1,1693,393,2161,0.25
179,8,1.56,10,0.24444444444444444,0.06,1701,397,2176,0.25
180,14,1.48,10,0.3023255813953488,0.08,1715,399,2188,0.25
181,10,1.5,10,0.2608695652173913,0.08,1725,405,2205,0.25
182,10,1.4,10,0.2558139534883721,0.06,1735,409,2214,0.25
183,10,1.5,10,0.32558139534883723,0.06,1745,411,2231,0.25
184,8,1.5,10,0.27906976744186046,0.1,1753,414,2242,0.25
185,10,1.5,10,0.3023255813953488,0.1,1763,420,2258,0.25
186,8,1.46,10,0.2619047619047619,0.08,1771,427,2271,0.25
187,8,1.42,10,0.35135135135135137,0.06,1779,429,2279,0.25
188,14,1.44,10,0.22916666666666666,0.08,1793,431,2296,0.25
189,11,1.54,10,0.26666666666666666,0.1,1804,434,2315,0.25
190,11,1.62,10,0.3125,0.08,1815,438,2334,0.25
191,8,1.68,10,0.32608695652173914,0.1,1823,442,2349,0.25
192,14,1.56,10,0.2765957446808511,0.1,1837,446,2361,0.25
193,8,1.46,10,0.32432432432432434,0.1,1845,452,2370,0.25
194,9,1.42,10,0.25,0.1,1854,456,2381,0.25
195,6,1.42,10,0.28125,0.1,1860,459,2390,0.25
196,8,1.38,10,0.25,0.06,1868,463,2400,0.25
197,8,1.44,10,0.23684210526315788,0.06,1876,466,2414,0.25
198,9,1.46,10,0.2564102564102564,0.06,1885,467,2425,0.25
